Date,Rater,Correct_Answer_3_Label,Correct_Answer_5_Label,Rater_Answer_3_Label,Rater_Answer_5_Label,Label_Agreement_3,Label_Agreement_5,TaskID
10/30/05,A,Average,Okay,High,Bad,no,no,460,
10/8/05,C,Low,Bad,Average,Okay,no,no,461,
10/9/05,C,Average,Great,High,Bad,no,no,462,
10/28/05,D,Low,Okay,Average,Bad,no,no,463,
10/24/05,C,Low,Great,Average,Okay,no,no,464,
10/7/05,B,Low,Okay,Low,Bad,yes,no,465,
10/22/05,E,High,Exceptional,Low,Great,no,no,466,
10/28/05,A,Average,Intermediate,Low,Intermediate,no,yes,467,
10/2/05,B,High,Okay,Average,Great,no,no,468,
10/15/05,B,High,Intermediate,Low,Bad,no,no,469,
10/4/05,E,Low,Intermediate,Average,Exceptional,no,no,470,
10/20/05,C,High,Okay,Average,Exceptional,no,no,471,
10/1/05,D,Average,Okay,High,Intermediate,no,no,472,
10/15/05,C,High,Bad,Average,Great,no,no,473,
10/1/05,E,High,Exceptional,Average,Exceptional,no,yes,474,
10/12/05,E,Average,Exceptional,Average,Bad,yes,no,475,
10/2/05,B,Low,Okay,Average,Bad,no,no,476,
10/21/05,C,High,Okay,Average,Great,no,no,477,
10/22/05,A,High,Great,Average,Bad,no,no,478,
10/21/05,C,Average,Intermediate,Average,Okay,yes,no,479,
10/2/05,A,Low,Bad,Low,Great,yes,no,480,
10/20/05,E,Average,Bad,Average,Great,yes,no,481,
10/5/05,A,High,Great,High,Great,yes,yes,482,
10/10/05,E,Low,Bad,Average,Exceptional,no,no,483,
10/10/05,B,Low,Okay,High,Intermediate,no,no,484,
10/17/05,B,Average,Okay,Low,Bad,no,no,485,
10/23/05,C,High,Great,High,Okay,yes,no,486,
10/13/05,A,Average,Okay,Low,Great,no,no,487,
10/1/05,A,Average,Great,Low,Great,no,yes,488,
10/10/05,B,Low,Bad,Low,Exceptional,yes,no,489,
10/1/05,A,Low,Intermediate,Average,Okay,no,no,490,
10/7/05,B,High,Okay,Average,Okay,no,yes,491,
10/14/05,B,Average,Intermediate,Low,Bad,no,no,492,
10/27/05,C,Average,Bad,High,Intermediate,no,no,493,
10/4/05,D,Low,Okay,Low,Exceptional,yes,no,494,
10/4/05,C,Low,Okay,Low,Intermediate,yes,no,495,
10/5/05,C,High,Intermediate,Low,Bad,no,no,496,
10/21/05,C,Average,Exceptional,Average,Bad,yes,no,497,
10/2/05,D,Low,Exceptional,Low,Great,yes,no,498,
10/17/05,B,High,Bad,High,Exceptional,yes,no,499,
10/9/05,A,Average,Intermediate,Average,Bad,yes,no,500,
10/26/05,C,Low,Bad,Average,Intermediate,no,no,501,
10/6/05,A,Average,Intermediate,Low,Okay,no,no,502,
10/8/05,A,High,Intermediate,High,Great,yes,no,503,
10/27/05,E,Low,Intermediate,High,Intermediate,no,yes,504,
10/11/05,E,Low,Okay,Low,Bad,yes,no,505,
10/28/05,B,Low,Intermediate,High,Intermediate,no,yes,506,
10/14/05,B,Low,Bad,High,Great,no,no,507,
10/9/05,A,High,Intermediate,Average,Okay,no,no,508,
10/17/05,A,Average,Great,Low,Intermediate,no,no,509,
10/24/05,E,High,Intermediate,Average,Intermediate,no,yes,510,
10/18/05,E,Average,Exceptional,Low,Bad,no,no,511,
10/4/05,D,Low,Bad,Low,Intermediate,yes,no,512,
10/24/05,C,High,Bad,High,Bad,yes,yes,513,
10/13/05,D,High,Exceptional,Average,Intermediate,no,no,514,
10/16/05,D,High,Great,High,Exceptional,yes,no,515,
10/13/05,D,Low,Bad,Average,Great,no,no,516,
10/6/05,C,High,Bad,Average,Intermediate,no,no,517,
10/16/05,E,High,Okay,High,Intermediate,yes,no,518,
10/8/05,A,Average,Great,High,Okay,no,no,519,
10/24/05,D,Low,Intermediate,Average,Bad,no,no,520,
10/9/05,A,High,Intermediate,Low,Exceptional,no,no,521,
10/20/05,B,Average,Exceptional,High,Great,no,no,522,
10/22/05,C,Low,Great,Average,Exceptional,no,no,523,
10/16/05,A,Low,Bad,High,Great,no,no,524,
10/15/05,A,Low,Exceptional,High,Intermediate,no,no,525,
10/3/05,C,High,Bad,Low,Exceptional,no,no,526,
10/11/05,C,Average,Exceptional,High,Bad,no,no,527,
10/26/05,C,Average,Great,Average,Exceptional,yes,no,528,
10/1/05,A,High,Intermediate,High,Okay,yes,no,529,
10/22/05,C,Average,Bad,High,Great,no,no,530,
10/19/05,B,Low,Okay,High,Bad,no,no,531,
10/19/05,E,High,Okay,Average,Intermediate,no,no,532,
10/12/05,A,High,Intermediate,Low,Exceptional,no,no,533,
10/27/05,B,Average,Great,High,Exceptional,no,no,534,
10/15/05,E,Average,Bad,Average,Great,yes,no,535,
10/26/05,C,High,Exceptional,Low,Great,no,no,536,
10/15/05,C,High,Exceptional,High,Great,yes,no,537,
10/20/05,C,Low,Exceptional,Average,Great,no,no,538,
10/11/05,D,High,Intermediate,Average,Bad,no,no,539,
10/30/05,C,Low,Intermediate,Low,Great,yes,no,540,
10/10/05,A,Average,Exceptional,High,Great,no,no,541,
10/28/05,A,Low,Exceptional,Low,Exceptional,yes,yes,542,
10/11/05,A,Average,Great,Average,Okay,yes,no,543,
10/16/05,C,Average,Great,Low,Great,no,yes,544,
10/9/05,A,Low,Intermediate,Low,Bad,yes,no,545,
10/27/05,A,Low,Exceptional,High,Exceptional,no,yes,546,
10/2/05,E,Low,Okay,High,Bad,no,no,547,
10/12/05,E,High,Exceptional,Low,Intermediate,no,no,548,
10/9/05,E,Average,Okay,High,Okay,no,yes,549,
10/8/05,D,Average,Exceptional,Low,Okay,no,no,550,
10/16/05,A,Low,Exceptional,Low,Great,yes,no,551,
10/23/05,E,Low,Intermediate,Average,Bad,no,no,552,
10/24/05,D,High,Exceptional,Average,Bad,no,no,553,
10/14/05,E,Low,Intermediate,Average,Great,no,no,554,
10/17/05,A,Low,Okay,Average,Okay,no,yes,555,
10/14/05,A,Low,Exceptional,Low,Exceptional,yes,yes,556,
10/9/05,B,Low,Okay,High,Great,no,no,557,
10/10/05,A,Average,Exceptional,Low,Bad,no,no,558,
10/15/05,A,Average,Intermediate,Low,Intermediate,no,yes,559,
10/5/05,E,Average,Intermediate,Average,Bad,yes,no,560,
10/26/05,D,Average,Okay,Average,Intermediate,yes,no,561,
10/1/05,A,Low,Bad,High,Great,no,no,562,
10/17/05,A,Average,Great,Low,Great,no,yes,563,
10/10/05,C,Low,Okay,Average,Intermediate,no,no,564,
10/20/05,B,Low,Bad,High,Bad,no,yes,565,
10/12/05,C,High,Great,Average,Bad,no,no,566,
10/18/05,B,High,Exceptional,Average,Great,no,no,567,
10/2/05,D,Low,Okay,Average,Intermediate,no,no,568,
10/30/05,C,Average,Okay,Average,Great,yes,no,569,
10/5/05,B,Low,Okay,Low,Great,yes,no,570,
10/19/05,C,Average,Exceptional,Average,Exceptional,yes,yes,571,
10/15/05,C,Low,Exceptional,Low,Bad,yes,no,572,
10/24/05,B,Average,Okay,Low,Great,no,no,573,
10/19/05,B,High,Intermediate,High,Great,yes,no,574,
10/2/05,E,Average,Okay,Low,Intermediate,no,no,575,
10/15/05,B,High,Great,Average,Great,no,yes,576,
10/10/05,B,Average,Intermediate,Average,Intermediate,yes,yes,577,
10/1/05,A,Average,Great,High,Great,no,yes,578,
10/2/05,A,Low,Great,High,Exceptional,no,no,579,
10/19/05,D,Average,Exceptional,High,Intermediate,no,no,580,
10/1/05,A,Low,Great,High,Exceptional,no,no,581,
10/1/05,A,Average,Bad,High,Okay,no,no,582,
10/12/05,B,Average,Okay,High,Great,no,no,583,
10/20/05,E,Average,Okay,High,Great,no,no,584,
10/22/05,B,High,Bad,Average,Exceptional,no,no,585,
10/1/05,D,Low,Intermediate,Average,Great,no,no,586,
10/21/05,A,Average,Okay,Average,Great,yes,no,587,
10/28/05,C,High,Great,Low,Great,no,yes,588,
10/2/05,A,High,Exceptional,Average,Intermediate,no,no,589,
10/26/05,E,Average,Intermediate,Low,Intermediate,no,yes,590,
10/16/05,A,Average,Intermediate,Low,Exceptional,no,no,591,
10/5/05,C,Low,Intermediate,High,Great,no,no,592,
10/9/05,A,High,Okay,Average,Okay,no,yes,593,
10/16/05,C,Low,Bad,Low,Intermediate,yes,no,594,
10/10/05,A,Low,Bad,Average,Bad,no,yes,595,
10/25/05,E,High,Great,Average,Great,no,yes,596,
10/13/05,E,Low,Great,High,Exceptional,no,no,597,
10/12/05,D,Average,Bad,Average,Bad,yes,yes,598,
10/23/05,B,Low,Exceptional,Low,Great,yes,no,599,
10/4/05,D,Low,Intermediate,Average,Exceptional,no,no,600,
10/17/05,C,Average,Bad,High,Intermediate,no,no,601,
10/9/05,E,Average,Great,Average,Great,yes,yes,602,
10/8/05,D,Low,Great,Low,Okay,yes,no,603,
10/12/05,B,High,Bad,Average,Bad,no,yes,604,
10/15/05,B,Average,Intermediate,High,Bad,no,no,605,
10/12/05,C,Low,Exceptional,High,Bad,no,no,606,
10/7/05,B,High,Exceptional,Average,Bad,no,no,607,
10/12/05,B,High,Great,Average,Okay,no,no,608,
10/14/05,E,High,Bad,High,Intermediate,yes,no,609,
10/25/05,E,Low,Bad,Low,Intermediate,yes,no,610,
10/9/05,C,Average,Intermediate,High,Okay,no,no,611,
10/10/05,B,Average,Great,High,Exceptional,no,no,612,
10/27/05,E,High,Bad,Low,Bad,no,yes,613,
10/4/05,D,Low,Bad,Average,Okay,no,no,614,
10/21/05,A,Average,Bad,Low,Okay,no,no,615,
10/25/05,D,Average,Bad,Average,Intermediate,yes,no,616,
10/18/05,A,Average,Exceptional,Average,Intermediate,yes,no,617,
10/21/05,D,Low,Great,High,Intermediate,no,no,618,
10/9/05,A,Average,Great,Low,Great,no,yes,619,
10/26/05,A,Average,Exceptional,Average,Bad,yes,no,620,
10/12/05,E,Low,Exceptional,Low,Intermediate,yes,no,621,
10/27/05,A,Average,Intermediate,High,Okay,no,no,622,
10/11/05,B,Low,Bad,Average,Great,no,no,623,
10/23/05,E,Average,Okay,High,Great,no,no,624,
10/7/05,B,High,Exceptional,High,Exceptional,yes,yes,625,
10/11/05,A,High,Bad,Average,Intermediate,no,no,626,
10/24/05,E,Average,Bad,Average,Great,yes,no,627,
10/14/05,A,High,Great,Low,Bad,no,no,628,
10/29/05,E,Average,Okay,High,Bad,no,no,629,
10/28/05,C,Low,Great,Low,Bad,yes,no,630,
10/19/05,C,Average,Okay,High,Bad,no,no,631,
10/24/05,D,Average,Exceptional,Low,Okay,no,no,632,
10/19/05,D,High,Exceptional,High,Okay,yes,no,633,
10/23/05,E,Low,Okay,Average,Okay,no,yes,634,
10/4/05,E,Low,Exceptional,Average,Great,no,no,635,
10/23/05,D,Low,Exceptional,High,Okay,no,no,636,
10/25/05,E,Average,Great,Average,Bad,yes,no,637,
10/14/05,C,High,Intermediate,Average,Okay,no,no,638,
10/28/05,C,High,Exceptional,Average,Okay,no,no,639,
10/25/05,C,High,Great,Average,Exceptional,no,no,640,
10/23/05,B,Low,Okay,Average,Bad,no,no,641,
10/13/05,D,High,Bad,Average,Intermediate,no,no,642,
10/2/05,B,Average,Okay,High,Great,no,no,643,
10/3/05,B,Average,Great,High,Intermediate,no,no,644,
10/30/05,E,Low,Okay,High,Great,no,no,645,
10/21/05,E,Low,Okay,Low,Great,yes,no,646,
10/3/05,C,Average,Bad,High,Okay,no,no,647,
10/11/05,E,Low,Intermediate,Average,Great,no,no,648,
10/15/05,E,Average,Intermediate,Low,Okay,no,no,649,
10/12/05,A,High,Exceptional,Average,Okay,no,no,650,
10/9/05,A,Low,Exceptional,Average,Exceptional,no,yes,651,
10/16/05,D,Low,Intermediate,Low,Great,yes,no,652,
10/21/05,E,High,Bad,Average,Okay,no,no,653,
10/16/05,E,Low,Great,Low,Okay,yes,no,654,
10/20/05,A,Average,Intermediate,Low,Bad,no,no,655,
10/3/05,B,High,Exceptional,High,Okay,yes,no,656,
10/24/05,C,Low,Intermediate,Average,Exceptional,no,no,657,
10/30/05,A,Average,Intermediate,Average,Bad,yes,no,658,
10/27/05,A,High,Intermediate,Average,Intermediate,no,yes,659,
10/5/05,C,Low,Intermediate,Average,Intermediate,no,yes,660,
10/1/05,E,Low,Great,Low,Bad,yes,no,661,
10/4/05,B,Low,Okay,Average,Bad,no,no,662,
10/6/05,E,Average,Okay,High,Intermediate,no,no,663,
10/14/05,D,High,Okay,Low,Okay,no,yes,664,
10/8/05,A,Average,Bad,Low,Okay,no,no,665,
10/5/05,D,Low,Okay,High,Bad,no,no,666,
10/20/05,B,Average,Great,Low,Okay,no,no,667,
10/14/05,E,High,Great,Average,Great,no,yes,668,
10/15/05,D,High,Intermediate,High,Okay,yes,no,669,
10/17/05,D,Average,Bad,Average,Great,yes,no,670,
10/24/05,E,High,Great,Average,Intermediate,no,no,671,
10/29/05,C,High,Great,Average,Intermediate,no,no,672,
10/13/05,D,Low,Intermediate,High,Okay,no,no,673,
10/27/05,C,Low,Great,Average,Bad,no,no,674,
10/25/05,C,High,Exceptional,Low,Exceptional,no,yes,675,
10/30/05,E,Low,Bad,Average,Bad,no,yes,676,
10/3/05,D,Average,Bad,High,Great,no,no,677,
10/22/05,C,Average,Intermediate,Average,Exceptional,yes,no,678,
10/11/05,E,Low,Exceptional,High,Exceptional,no,yes,679,
10/26/05,B,Low,Exceptional,Average,Exceptional,no,yes,680,
10/8/05,A,Average,Intermediate,Low,Intermediate,no,yes,681,
10/7/05,D,High,Okay,Average,Okay,no,yes,682,
10/10/05,C,Low,Bad,Average,Okay,no,no,683,
10/5/05,D,Low,Intermediate,Average,Great,no,no,684,
10/30/05,C,Low,Bad,Low,Great,yes,no,685,
10/19/05,C,Low,Great,High,Bad,no,no,686,
10/21/05,C,High,Intermediate,Low,Intermediate,no,yes,687,
10/18/05,C,Low,Exceptional,Low,Okay,yes,no,688,
10/2/05,B,Average,Exceptional,High,Great,no,no,689,
10/6/05,E,Average,Great,Average,Okay,yes,no,690,
10/8/05,E,Average,Bad,High,Great,no,no,691,
10/30/05,E,Low,Intermediate,Low,Exceptional,yes,no,692,
10/14/05,A,High,Intermediate,Low,Okay,no,no,693,
10/12/05,B,High,Great,Average,Bad,no,no,694,
10/30/05,B,Average,Okay,Low,Exceptional,no,no,695,
10/12/05,E,High,Intermediate,Average,Okay,no,no,696,
10/14/05,B,Average,Great,Average,Great,yes,yes,697,
10/9/05,D,Low,Intermediate,Average,Intermediate,no,yes,698,
10/28/05,B,Low,Bad,High,Bad,no,yes,699,
10/13/05,E,High,Exceptional,High,Intermediate,yes,no,700,
10/9/05,C,Low,Bad,High,Exceptional,no,no,701,
10/28/05,D,High,Okay,Low,Bad,no,no,702,
10/16/05,A,Low,Bad,Average,Great,no,no,703,
10/10/05,E,Low,Okay,Average,Bad,no,no,704,
10/7/05,C,High,Okay,Average,Bad,no,no,705,
10/23/05,A,High,Great,Low,Bad,no,no,706,
10/9/05,B,Low,Exceptional,High,Great,no,no,707,
10/4/05,E,Average,Exceptional,High,Okay,no,no,708,
10/13/05,B,Low,Bad,Low,Great,yes,no,709,
10/4/05,E,High,Bad,Average,Okay,no,no,710,
10/21/05,E,Average,Bad,Average,Okay,yes,no,711,
10/27/05,D,Low,Exceptional,Average,Great,no,no,712,
10/4/05,E,Average,Intermediate,Low,Bad,no,no,713,
10/16/05,C,Low,Great,Low,Okay,yes,no,714,
10/13/05,A,Average,Intermediate,Low,Exceptional,no,no,715,
10/26/05,A,Low,Okay,Average,Exceptional,no,no,716,
10/7/05,A,High,Bad,Average,Bad,no,yes,717,
10/1/05,A,Average,Intermediate,High,Okay,no,no,718,
10/11/05,E,Low,Okay,Average,Great,no,no,719,
10/15/05,E,Low,Okay,Average,Okay,no,yes,720,
10/7/05,A,Average,Great,Low,Exceptional,no,no,721,
10/5/05,D,Average,Intermediate,Low,Great,no,no,722,
10/3/05,D,High,Bad,High,Great,yes,no,723,
10/18/05,E,Low,Bad,Low,Bad,yes,yes,724,
10/14/05,B,Low,Okay,Low,Great,yes,no,725,
10/27/05,C,Average,Bad,High,Bad,no,yes,726,
10/22/05,E,High,Bad,Low,Bad,no,yes,727,
10/13/05,A,High,Great,High,Exceptional,yes,no,728,
10/23/05,B,High,Okay,Low,Bad,no,no,729,
10/7/05,E,Average,Intermediate,Average,Bad,yes,no,730,
10/22/05,C,High,Exceptional,High,Great,yes,no,731,
10/14/05,A,High,Great,High,Okay,yes,no,732,
10/26/05,D,Low,Intermediate,High,Okay,no,no,733,
10/21/05,A,Average,Great,Average,Bad,yes,no,734,
10/10/05,E,High,Intermediate,High,Okay,yes,no,735,
10/4/05,B,Average,Great,Average,Okay,yes,no,736,
10/7/05,E,Low,Intermediate,Average,Bad,no,no,737,
10/23/05,C,Average,Intermediate,Average,Intermediate,yes,yes,738,
10/28/05,D,Low,Intermediate,High,Great,no,no,739,
10/19/05,C,Average,Exceptional,Average,Bad,yes,no,740,
10/29/05,B,Average,Okay,Average,Great,yes,no,741,
10/19/05,A,High,Okay,High,Intermediate,yes,no,742,
10/21/05,E,Low,Exceptional,High,Great,no,no,743,
10/21/05,D,Average,Great,High,Intermediate,no,no,744,
10/27/05,E,High,Intermediate,Average,Great,no,no,745,
10/16/05,D,Low,Okay,Average,Exceptional,no,no,746,
10/1/05,E,High,Intermediate,Average,Bad,no,no,747,
10/1/05,A,Low,Exceptional,Average,Great,no,no,748,
10/15/05,E,Average,Bad,Average,Okay,yes,no,749,
10/6/05,E,Low,Intermediate,High,Intermediate,no,yes,750,
10/30/05,E,Average,Okay,Low,Intermediate,no,no,751,
10/27/05,D,Low,Intermediate,Low,Exceptional,yes,no,752,
10/16/05,D,Average,Exceptional,Average,Bad,yes,no,753,
10/9/05,E,Average,Okay,Average,Intermediate,yes,no,754,
10/15/05,C,Average,Intermediate,High,Okay,no,no,755,
10/15/05,E,High,Bad,High,Intermediate,yes,no,756,
10/8/05,E,High,Exceptional,High,Bad,yes,no,757,
10/8/05,C,High,Great,Low,Bad,no,no,758,
10/7/05,B,High,Exceptional,Average,Bad,no,no,759,
10/25/05,B,High,Bad,Low,Bad,no,yes,760,
10/25/05,D,Average,Bad,Low,Great,no,no,761,
10/1/05,C,Low,Exceptional,Average,Exceptional,no,yes,762,
10/9/05,B,High,Exceptional,Average,Intermediate,no,no,763,
10/26/05,C,High,Great,High,Great,yes,yes,764,
10/5/05,D,Average,Bad,High,Okay,no,no,765,
10/5/05,D,Low,Okay,High,Great,no,no,766,
10/25/05,A,Average,Okay,High,Okay,no,yes,767,
10/4/05,E,Low,Exceptional,Average,Okay,no,no,768,
10/30/05,B,Low,Okay,Low,Intermediate,yes,no,769,
10/1/05,A,High,Great,High,Exceptional,yes,no,770,
10/29/05,D,Average,Intermediate,Average,Okay,yes,no,771,
10/16/05,C,High,Intermediate,Low,Okay,no,no,772,
10/29/05,A,Low,Bad,High,Intermediate,no,no,773,
10/20/05,E,Average,Exceptional,Low,Okay,no,no,774,
10/17/05,B,Average,Intermediate,High,Okay,no,no,775,
10/6/05,E,High,Bad,Low,Intermediate,no,no,776,
10/3/05,E,Average,Exceptional,Low,Intermediate,no,no,777,
10/7/05,B,Low,Okay,High,Okay,no,yes,778,
10/19/05,D,High,Okay,Low,Bad,no,no,779,
10/13/05,C,High,Exceptional,Average,Exceptional,no,yes,780,
10/16/05,D,High,Exceptional,Average,Exceptional,no,yes,781,
10/11/05,E,Average,Intermediate,High,Okay,no,no,782,
10/24/05,B,High,Intermediate,Average,Exceptional,no,no,783,
10/25/05,C,High,Bad,High,Okay,yes,no,784,
10/8/05,E,Average,Intermediate,High,Okay,no,no,785,
10/24/05,A,Low,Okay,Average,Exceptional,no,no,786,
10/13/05,B,Average,Great,High,Intermediate,no,no,787,
10/5/05,E,High,Great,High,Exceptional,yes,no,788,
10/25/05,E,High,Intermediate,Low,Okay,no,no,789,
10/4/05,A,Average,Intermediate,Average,Great,yes,no,790,
10/18/05,D,Average,Okay,Low,Okay,no,yes,791,
10/21/05,E,High,Exceptional,Low,Okay,no,no,792,
10/23/05,D,Average,Intermediate,High,Okay,no,no,793,
10/30/05,D,Low,Intermediate,High,Intermediate,no,yes,794,
10/29/05,C,Low,Bad,High,Okay,no,no,795,
10/14/05,D,High,Great,High,Intermediate,yes,no,796,
10/22/05,C,Average,Bad,High,Bad,no,yes,797,
10/30/05,B,Average,Okay,Low,Exceptional,no,no,798,
10/24/05,B,Average,Bad,High,Exceptional,no,no,799,
10/19/05,A,Low,Exceptional,Low,Intermediate,yes,no,800,
10/28/05,A,Low,Okay,Average,Great,no,no,801,
10/2/05,E,Average,Intermediate,High,Bad,no,no,802,
10/29/05,C,High,Bad,Average,Intermediate,no,no,803,
10/26/05,E,Average,Great,Average,Bad,yes,no,804,
10/8/05,D,Average,Great,Average,Okay,yes,no,805,
10/8/05,C,High,Intermediate,High,Okay,yes,no,806,
10/19/05,C,Low,Exceptional,Low,Exceptional,yes,yes,807,
10/9/05,B,High,Intermediate,Average,Great,no,no,808,
10/17/05,A,Average,Okay,High,Intermediate,no,no,809,
10/1/05,E,Low,Bad,High,Exceptional,no,no,810,
10/11/05,D,High,Great,Low,Great,no,yes,811,
10/19/05,C,Average,Great,Low,Bad,no,no,812,
10/25/05,C,High,Great,Average,Okay,no,no,813,
10/9/05,A,Average,Exceptional,High,Intermediate,no,no,814,
10/28/05,C,High,Intermediate,Average,Okay,no,no,815,
10/9/05,E,Average,Okay,High,Great,no,no,816,
10/11/05,D,Average,Exceptional,High,Bad,no,no,817,
10/29/05,B,Low,Exceptional,High,Exceptional,no,yes,818,
10/9/05,E,High,Bad,Average,Intermediate,no,no,819,
10/3/05,E,Average,Okay,High,Intermediate,no,no,820,
10/24/05,D,High,Okay,Average,Okay,no,yes,821,
10/25/05,B,Average,Okay,High,Intermediate,no,no,822,
10/13/05,B,High,Exceptional,Low,Bad,no,no,823,
10/3/05,C,High,Great,Average,Intermediate,no,no,824,
10/14/05,A,High,Okay,Low,Bad,no,no,825,
10/2/05,D,High,Exceptional,Low,Great,no,no,826,
10/20/05,C,Low,Exceptional,High,Okay,no,no,827,
10/11/05,C,High,Exceptional,Low,Okay,no,no,828,
10/12/05,E,Low,Bad,High,Exceptional,no,no,829,
10/7/05,C,Low,Bad,Average,Intermediate,no,no,830,
10/21/05,C,Average,Great,Average,Great,yes,yes,831,
10/23/05,A,High,Bad,Low,Bad,no,yes,832,
10/1/05,A,High,Great,High,Okay,yes,no,833,
10/22/05,D,Average,Intermediate,High,Okay,no,no,834,
10/6/05,B,Average,Great,High,Bad,no,no,835,
10/20/05,C,Low,Okay,Low,Intermediate,yes,no,836,
10/18/05,D,Low,Intermediate,Average,Bad,no,no,837,
10/14/05,B,Low,Bad,Average,Bad,no,yes,838,
10/29/05,E,Low,Intermediate,Low,Great,yes,no,839,
10/25/05,D,High,Great,High,Bad,yes,no,840,
10/14/05,C,Average,Intermediate,Low,Great,no,no,841,
10/17/05,C,High,Great,Low,Exceptional,no,no,842,
10/4/05,D,Average,Intermediate,High,Exceptional,no,no,843,
10/16/05,C,Low,Great,Low,Great,yes,yes,844,
10/26/05,E,Average,Exceptional,Average,Intermediate,yes,no,845,
10/26/05,C,Low,Okay,High,Great,no,no,846,
10/13/05,A,High,Intermediate,Average,Bad,no,no,847,
10/24/05,E,High,Okay,High,Great,yes,no,848,
10/5/05,B,High,Bad,Low,Intermediate,no,no,849,
10/3/05,D,High,Great,Average,Exceptional,no,no,850,
10/29/05,B,High,Okay,High,Intermediate,yes,no,851,
10/30/05,A,High,Bad,High,Bad,yes,yes,852,
10/11/05,E,High,Okay,Average,Great,no,no,853,
10/16/05,C,Low,Bad,High,Great,no,no,854,
10/28/05,B,High,Intermediate,High,Bad,yes,no,855,
10/7/05,D,High,Great,Average,Great,no,yes,856,
10/2/05,E,High,Exceptional,Low,Bad,no,no,857,
10/25/05,D,Average,Exceptional,Average,Exceptional,yes,yes,858,
10/6/05,E,Average,Okay,Average,Bad,yes,no,859,
10/6/05,B,High,Exceptional,High,Intermediate,yes,no,860,
10/18/05,D,High,Bad,High,Bad,yes,yes,861,
10/27/05,B,Low,Bad,Low,Exceptional,yes,no,862,
10/2/05,D,High,Great,Average,Great,no,yes,863,
10/1/05,D,High,Great,High,Great,yes,yes,864,
10/17/05,C,Low,Bad,High,Okay,no,no,865,
10/29/05,B,Low,Bad,Average,Bad,no,yes,866,
10/2/05,B,High,Okay,Low,Intermediate,no,no,867,
10/17/05,C,High,Great,Average,Great,no,yes,868,
10/8/05,C,Low,Intermediate,Average,Exceptional,no,no,869,
10/6/05,E,High,Bad,High,Bad,yes,yes,870,
10/22/05,E,Average,Bad,Low,Exceptional,no,no,871,
10/17/05,B,Average,Intermediate,Low,Okay,no,no,872,
10/1/05,B,Average,Okay,Average,Bad,yes,no,873,
10/26/05,E,Average,Intermediate,Average,Exceptional,yes,no,874,
10/7/05,E,Average,Great,Low,Bad,no,no,875,
10/20/05,C,Average,Great,Average,Intermediate,yes,no,876,
10/28/05,A,Average,Okay,Average,Okay,yes,yes,877,
10/9/05,A,Low,Exceptional,Low,Exceptional,yes,yes,878,
10/7/05,A,Average,Bad,Average,Great,yes,no,879,
10/16/05,D,Low,Bad,Average,Bad,no,yes,880,
10/14/05,A,Average,Bad,Low,Okay,no,no,881,
10/1/05,A,High,Intermediate,Average,Intermediate,no,yes,882,
10/16/05,A,Low,Bad,Low,Okay,yes,no,883,
10/27/05,C,Average,Bad,Low,Okay,no,no,884,
10/27/05,D,High,Intermediate,Low,Great,no,no,885,
10/21/05,A,High,Okay,Average,Okay,no,yes,886,
10/13/05,E,High,Great,High,Bad,yes,no,887,
10/10/05,A,Average,Okay,Low,Intermediate,no,no,888,
10/25/05,B,Average,Bad,Average,Intermediate,yes,no,889,
10/1/05,B,Average,Great,Low,Bad,no,no,890,
10/5/05,C,Average,Exceptional,Average,Intermediate,yes,no,891,
10/23/05,A,Low,Okay,Average,Okay,no,yes,892,
10/3/05,D,Low,Okay,Average,Intermediate,no,no,893,
10/23/05,C,High,Intermediate,Average,Exceptional,no,no,894,
10/25/05,B,Low,Great,Average,Exceptional,no,no,895,
10/7/05,A,Average,Exceptional,Low,Okay,no,no,896,
10/11/05,E,Low,Okay,Average,Exceptional,no,no,897,
10/20/05,A,Low,Okay,Average,Exceptional,no,no,898,
10/9/05,C,Average,Great,High,Great,no,yes,899,
10/21/05,D,Average,Intermediate,Average,Great,yes,no,900,
10/26/05,E,Average,Intermediate,Average,Okay,yes,no,901,
10/22/05,B,High,Great,Low,Okay,no,no,902,
10/27/05,E,Average,Intermediate,Low,Great,no,no,903,
10/5/05,E,Low,Intermediate,Average,Exceptional,no,no,904,
10/28/05,B,Average,Great,Average,Intermediate,yes,no,905,
10/10/05,C,Low,Exceptional,Low,Okay,yes,no,906,
10/30/05,C,Low,Intermediate,High,Great,no,no,907,
10/1/05,E,Average,Exceptional,Low,Okay,no,no,908,
10/17/05,D,High,Intermediate,Average,Exceptional,no,no,909,
